pet_id,color,sex,age,size,hair_length,special_needs_p,purebred_p,shots_current_p,housetrained_p,declawed_p,good_with_kids_p,good_with_dogs_p,good_with_cats_p,spayed_neutered_p
9874957,Tricolor (Tan/Brown & Black & White),f,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,f,t,t
9918647,Tan/Yellow/Fawn,m,young,Large 61-100 lbs (28-45 kg),,f,f,t,,,t,f,f,t
9922676,Tan/Yellow/Fawn - with White,m,young,Large 61-100 lbs (28-45 kg),,f,f,t,f,,f,t,t,t
9931460,Tan/Yellow/Fawn,m,adult,Small 25 lbs (11 kg) or less,,f,t,t,t,,f,,,t
9975821,Black,f,young,Large 61-100 lbs (28-45 kg),,f,f,t,t,,,,,t
9996436,Black,f,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,t,t,,t
10041126,Brindle,m,young,Small 25 lbs (11 kg) or less,,f,t,t,f,,,,,t
10054007,Black,m,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,,t,,t
10071022,,m,young,Small 25 lbs (11 kg) or less,,f,f,t,t,f,t,t,,t
10099819,Red/Golden/Orange/Chestnut,m,adult,,,f,t,t,f,,,,f,t
10110969,Brindle - with White,m,senior,Large 61-100 lbs (28-45 kg),,f,f,t,t,,,t,f,t
10115254,Brown/Chocolate - with Tan,m,senior,Small 25 lbs (11 kg) or less,,f,f,t,t,,,t,,t
10115276,Red/Golden/Orange/Chestnut,m,senior,Small 25 lbs (11 kg) or less,,f,f,t,t,,,t,,t
10115704,White - with Black,f,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,t,f,t
10118595,Black - with White,f,senior,Med. 26-60 lbs (12-27 kg),,f,f,,,,,t,f,t
10120407,Brown/Chocolate - with White,m,adult,Large 61-100 lbs (28-45 kg),,f,t,t,t,,t,f,f,t
10121157,Black - with White,f,young,Large 61-100 lbs (28-45 kg),,f,f,t,t,,t,t,t,t
10132945,,m,young,Med. 26-60 lbs (12-27 kg),,f,f,,,f,t,t,,t
10154917,Red/Golden/Orange/Chestnut - with White,f,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,t,t,,t
10155095,Red/Golden/Orange/Chestnut - with White,f,young,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,t,t,,t
10155133,Black,f,adult,Large 61-100 lbs (28-45 kg),,f,f,t,f,,t,t,,t
10155431,Tan/Yellow/Fawn - with White,m,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,t,t,,t
10166388,Brown/Chocolate - with Black,f,senior,Small 25 lbs (11 kg) or less,,f,f,t,t,,f,t,f,t
10169899,Brindle - with White,f,adult,Large 61-100 lbs (28-45 kg),,f,f,t,t,f,f,f,f,t
10207313,Brindle - with White,f,adult,Med. 26-60 lbs (12-27 kg),,f,f,,,,t,t,f,t
10212857,Tricolor (Tan/Brown & Black & White),f,young,Small 25 lbs (11 kg) or less,,f,t,t,f,,t,t,t,t
10231008,Gray/Silver/Salt & Pepper - with White,f,young,Med. 26-60 lbs (12-27 kg),,f,t,t,f,,t,t,,t
10305670,,m,senior,Med. 26-60 lbs (12-27 kg),,f,f,f,,f,t,t,f,t
10335380,Tan/Yellow/Fawn,f,adult,Small 25 lbs (11 kg) or less,,t,t,t,f,,f,f,f,t
10338378,Brindle - with White,f,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,t,,t
10338799,Brindle - with White,f,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,t,,t
10340977,Tan/Yellow/Fawn,f,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,,f,f,t
10399836,Brown/Chocolate - with White,m,young,Small 25 lbs (11 kg) or less,,t,f,t,t,,t,t,,t
10416924,White,m,adult,Large 61-100 lbs (28-45 kg),,,,,,,,,,
10428366,Black - with White,m,young,Med. 26-60 lbs (12-27 kg),,t,f,t,t,,f,t,t,t
10453416,Tan/Yellow/Fawn,f,senior,Med. 26-60 lbs (12-27 kg),,t,t,t,t,,,,,t
10455161,"Black - with Tan, Yellow or Fawn",m,puppy,Small 25 lbs (11 kg) or less,,f,f,,f,f,t,t,t,f
10462697,Tan/Yellow/Fawn - with White,f,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,f,f,f,t
10471716,White - with Brown or Chocolate,m,adult,Large 61-100 lbs (28-45 kg),,f,f,t,f,,,,,t
10472851,Tan/Yellow/Fawn - with White,f,,Large 61-100 lbs (28-45 kg),,f,f,t,t,f,t,t,,t
10479134,Black,m,young,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,f,f,f,t
10484440,Tricolor (Tan/Brown & Black & White),m,adult,Large 61-100 lbs (28-45 kg),,f,f,,,,,,,t
10484695,Brown/Chocolate - with White,f,adult,Large 61-100 lbs (28-45 kg),,f,f,t,f,,,,,t
10507068,Tan/Yellow/Fawn,f,adult,Small 25 lbs (11 kg) or less,,f,f,t,f,,t,t,,t
10513461,Black - with White,m,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,,f,t,t,,t
10524175,"White - with Tan, Yellow or Fawn",m,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,f,t,t,t
10524530,Tan/Yellow/Fawn - with White,f,adult,Small 25 lbs (11 kg) or less,,f,f,t,t,,t,t,t,t
10525018,Brindle - with White,f,adult,Large 61-100 lbs (28-45 kg),,f,f,t,t,,t,f,,t
10539048,Brindle,f,adult,Large 61-100 lbs (28-45 kg),,f,f,t,,,,,,
10556789,"White - with Tan, Yellow or Fawn",f,young,Med. 26-60 lbs (12-27 kg),,f,f,t,,f,,t,t,t
10589123,Tricolor (Tan/Brown & Black & White),f,adult,Large 61-100 lbs (28-45 kg),,f,f,t,t,,t,f,t,t
10592254,Tan/Yellow/Fawn - with White,m,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,f,f,t,t,f,t
10595057,Black,f,adult,Med. 26-60 lbs (12-27 kg),,f,f,,,,t,t,t,f
10596881,Brown/Chocolate - with Tan,m,adult,Large 61-100 lbs (28-45 kg),,f,f,t,,,,,,t
10596887,,m,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,,,,,,t
10596888,,m,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,,,,,,t
10606636,White,m,young,Small 25 lbs (11 kg) or less,,f,f,t,f,,f,t,t,t
10614179,Gray/Silver/Salt & Pepper - with Black,m,adult,Med. 26-60 lbs (12-27 kg),,t,f,t,f,,,t,,t
10615314,Black - with Gray or Silver,m,young,Large 61-100 lbs (28-45 kg),,f,f,t,,,,,,t
10727202,,m,adult,,,f,t,t,t,,,t,,t
10734537,White,m,young,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,,f,f,t
10771272,Black,f,young,Med. 26-60 lbs (12-27 kg),,f,f,t,,,,,,t
10771562,Tan/Yellow/Fawn,m,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,,,f,,,t
10798089,Gray/Blue/Silver/Salt & Pepper,f,senior,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,t,f,f,t
10799303,"White - with Red, Golden, Orange or Chestnut",m,adult,Large 61-100 lbs (28-45 kg),,f,f,t,f,,,t,,t
10810378,"Black - with Tan, Yellow or Fawn",m,adult,Large 61-100 lbs (28-45 kg),,f,f,t,t,,f,t,f,t
10810460,"Black - with Tan, Yellow or Fawn",f,adult,Large 61-100 lbs (28-45 kg),,f,f,t,t,,f,t,,t
10814418,Black - with White,f,puppy,Med. 26-60 lbs (12-27 kg),,f,f,,,,,,,f
10814419,Black,f,adult,Med. 26-60 lbs (12-27 kg),,f,f,,,,,,,t
10821154,Brindle,f,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,,f,f,t
10847291,Gray/Blue/Silver/Salt & Pepper,f,adult,Large 61-100 lbs (28-45 kg),,t,f,t,t,,,t,,t
10847340,Brown/Chocolate - with White,f,young,Large 61-100 lbs (28-45 kg),,f,f,t,t,,,,f,t
10860747,Tan/Yellow/Fawn - with Black,m,adult,X-Large 101 lbs (46 kg) or more,,f,t,t,t,,f,f,f,t
10875189,Red/Golden/Orange/Chestnut - with White,f,young,Med. 26-60 lbs (12-27 kg),,f,f,t,t,f,t,t,f,t
10904018,Black - with White,m,young,Med. 26-60 lbs (12-27 kg),,f,t,t,t,,,,,t
10960309,"White - with Tan, Yellow or Fawn",m,young,Med. 26-60 lbs (12-27 kg),,f,f,f,f,,,,,f
10971441,"White - with Tan, Yellow or Fawn",m,adult,Small 25 lbs (11 kg) or less,,f,f,t,t,,t,t,,t
10987441,Tricolor (Tan/Brown & Black & White),f,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,t,,t
10998521,Red/Golden/Orange/Chestnut - with White,m,young,Small 25 lbs (11 kg) or less,,f,f,t,t,,,t,,t
11007248,Red/Golden/Orange/Chestnut - with Black,m,adult,Large 61-100 lbs (28-45 kg),,f,f,t,f,,f,,f,t
11014143,Tan/Yellow/Fawn - with White,f,adult,Large 61-100 lbs (28-45 kg),,f,f,t,t,,f,f,f,t
11017581,White - with Brown or Chocolate,m,puppy,Small 25 lbs (11 kg) or less,,f,f,f,f,,t,t,,f
11018511,"White - with Tan, Yellow or Fawn",f,young,Small 25 lbs (11 kg) or less,,f,f,f,f,,,,,f
11035740,"Black - with Brown, Red, Golden, Orange or Chestnut",f,adult,Large 61-100 lbs (28-45 kg),,f,f,t,,,,t,,t
11040919,Black - with Gray or Silver,f,adult,Large 61-100 lbs (28-45 kg),,f,f,t,t,,,,,t
11150328,Black - with Gray or Silver,m,adult,Small 25 lbs (11 kg) or less,,f,f,t,f,,f,t,f,t
11151881,Black - with White,f,adult,Med. 26-60 lbs (12-27 kg),,t,f,t,t,,t,f,f,t
11182759,Tricolor (Tan/Brown & Black & White),f,young,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,,t,,t
11182787,White - with Brown or Chocolate,m,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,t,t,t
11186693,Tan/Yellow/Fawn,f,senior,Small 25 lbs (11 kg) or less,,f,f,t,t,,f,t,,t
11210911,Brown/Chocolate - with White,m,young,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,,f,,t
11222638,Merle,m,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,t,t,t,t
11222657,Merle,m,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,t,t,t,t
11248841,Black - with White,m,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,t,t,,t
11248968,"Black - with Tan, Yellow or Fawn",f,young,Med. 26-60 lbs (12-27 kg),,t,f,t,f,,t,t,,t
11252220,"Black - with Tan, Yellow or Fawn",m,adult,Small 25 lbs (11 kg) or less,,f,f,t,f,,,t,,t
11260143,Tan/Yellow/Fawn,m,senior,Small 25 lbs (11 kg) or less,,f,t,,,f,,t,t,t
11266026,Brindle - with White,f,adult,Large 61-100 lbs (28-45 kg),,f,f,t,t,f,,t,f,t
11267710,Brindle - with White,m,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,,,,t
11273743,Black,f,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,t,t,f,t
11308970,Red/Golden/Orange/Chestnut,m,young,Small 25 lbs (11 kg) or less,,f,t,t,t,f,f,t,f,t
11311580,Brindle - with White,f,young,Large 61-100 lbs (28-45 kg),,f,f,t,t,,t,t,t,f
11330933,Black,f,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,t,f,t,t,,t
11336184,"White - with Red, Golden, Orange or Chestnut",f,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,t,t,t
11338779,Red/Golden/Orange/Chestnut - with White,m,adult,Small 25 lbs (11 kg) or less,,f,f,t,,,t,t,,t
11338970,Tan/Yellow/Fawn,m,adult,Small 25 lbs (11 kg) or less,,f,f,t,t,f,,t,f,t
11342570,Tan/Yellow/Fawn - with White,m,adult,Med. 26-60 lbs (12-27 kg),,f,t,t,t,,,,,t
11390896,White - with Gray or Silver,f,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,,,,t
11410166,"White - with Tan, Yellow or Fawn",f,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,f,t,f,t
11414537,Black,f,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,,,,t
11425297,Black,f,adult,Small 25 lbs (11 kg) or less,,f,f,t,f,,f,t,f,t
11447516,Red/Golden/Orange/Chestnut - with Black,f,adult,Large 61-100 lbs (28-45 kg),,f,t,t,f,,t,t,,t
11449287,Brindle,m,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,,t,,t
11451479,Brindle - with White,f,adult,Large 61-100 lbs (28-45 kg),,f,f,t,t,,t,t,f,t
11463747,Gray/Blue/Silver/Salt & Pepper,m,young,Large 61-100 lbs (28-45 kg),,f,f,t,t,,t,,,t
11485363,Brown/Chocolate,m,young,Small 25 lbs (11 kg) or less,,f,f,t,f,,t,t,,t
11485379,Black,f,adult,Large 61-100 lbs (28-45 kg),,f,f,t,t,,t,t,f,t
11490353,"Black - with Tan, Yellow or Fawn",f,young,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,t,,t
11516908,"White - with Tan, Yellow or Fawn",f,young,Med. 26-60 lbs (12-27 kg),,f,f,t,t,f,t,,,t
11518085,White - with Black,m,young,Large 61-100 lbs (28-45 kg),,f,f,t,f,,t,t,,t
11518152,Black,f,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,t,t,,t
11520933,Tan/Yellow/Fawn,f,,Med. 26-60 lbs (12-27 kg),,f,f,,,,,t,,
11551576,Brindle - with White,f,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,,,t
11554580,Gray/Blue/Silver/Salt & Pepper,f,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,,,f,t
11557439,Brown/Chocolate,f,adult,Large 61-100 lbs (28-45 kg),,f,t,t,t,,t,f,f,t
11596779,"Black - with Tan, Yellow or Fawn",f,adult,Large 61-100 lbs (28-45 kg),,f,t,t,f,,t,t,t,t
11609206,"Black - with Brown, Red, Golden, Orange or Chestnut",m,adult,Small 25 lbs (11 kg) or less,,f,f,t,f,,,t,,t
11613871,Brown/Chocolate,f,young,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,t,t,t
11631990,Black,m,adult,Small 25 lbs (11 kg) or less,,f,f,t,,,,t,t,t
11638462,Red/Golden/Orange/Chestnut - with White,m,young,Large 61-100 lbs (28-45 kg),,f,f,t,t,,t,t,,t
11639012,Gray/Blue/Silver/Salt & Pepper,f,young,Med. 26-60 lbs (12-27 kg),,t,t,t,t,,f,t,,t
11669403,Tan/Yellow/Fawn - with White,f,young,Large 61-100 lbs (28-45 kg),,f,f,t,f,,f,t,,t
11711272,White - with Black,m,adult,Small 25 lbs (11 kg) or less,,f,f,t,,,,,,t
11736825,Tan/Yellow/Fawn - with White,f,adult,Large 61-100 lbs (28-45 kg),,f,f,,t,,f,f,,t
11778894,Brindle - with White,f,young,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,t,t,,t
11799221,White - with Black,m,adult,X-Large 101 lbs (46 kg) or more,,t,f,t,t,,t,t,,t
11800218,"Black - with Tan, Yellow or Fawn",m,adult,Small 25 lbs (11 kg) or less,,t,f,t,,,,,,t
11800605,"White - with Tan, Yellow or Fawn",m,adult,Large 61-100 lbs (28-45 kg),,f,t,t,t,f,t,t,t,t
11801252,Brown/Chocolate,f,adult,Med. 26-60 lbs (12-27 kg),,f,f,f,f,,,,,f
11823659,Brindle,f,puppy,Small 25 lbs (11 kg) or less,,f,f,t,f,,f,t,,t
11834054,Black - with White,f,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,,t,f,t
11848258,Brindle,m,adult,Med. 26-60 lbs (12-27 kg),,t,f,t,t,,,t,,t
11855784,Gray/Silver/Salt & Pepper - with White,m,adult,Large 61-100 lbs (28-45 kg),,f,f,t,t,,t,t,,t
11862350,White - with Brown or Chocolate,f,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,f,,f,t
11866728,Black - with White,f,puppy,Med. 26-60 lbs (12-27 kg),,t,t,t,t,,t,t,f,t
11875889,"White - with Tan, Yellow or Fawn",m,senior,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,f,f,t
11900726,Tan/Yellow/Fawn - with White,f,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,,,,f
11909696,Gray/Blue/Silver/Salt & Pepper,f,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,t,f,t
11937097,Gray/Blue/Silver/Salt & Pepper,m,adult,Med. 26-60 lbs (12-27 kg),,f,f,,t,,f,f,t,t
11947170,Brown/Chocolate - with White,m,young,Med. 26-60 lbs (12-27 kg),,f,f,t,,,t,t,,f
11982147,Black - with White,m,young,Med. 26-60 lbs (12-27 kg),,t,f,t,t,,f,t,t,t
11988858,Tan/Yellow/Fawn - with Black,f,senior,Small 25 lbs (11 kg) or less,,f,f,t,f,,f,t,,t
12001843,,f,adult,,,f,f,t,,,,,f,t
12028700,Brown/Chocolate,m,senior,Small 25 lbs (11 kg) or less,,f,f,t,f,,f,,,t
12034680,,f,young,Small 25 lbs (11 kg) or less,,f,t,t,,,f,,,t
12034818,"White - with Tan, Yellow or Fawn",m,adult,Large 61-100 lbs (28-45 kg),,f,f,t,t,,t,t,f,t
12051021,Tan/Yellow/Fawn - with White,m,adult,,,f,f,t,t,f,t,t,t,t
12063358,Black,f,young,Med. 26-60 lbs (12-27 kg),,f,f,,t,,t,t,f,t
12063360,Black,m,adult,Med. 26-60 lbs (12-27 kg),,f,f,,,,t,t,,t
12070095,White,m,adult,Large 61-100 lbs (28-45 kg),,f,f,t,t,f,t,t,t,t
12070103,"Black - with Tan, Yellow or Fawn",m,senior,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,f,t,,t
12070125,Tan/Yellow/Fawn,f,senior,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,f,f,t
12070135,Brown/Chocolate - with White,f,senior,Large 61-100 lbs (28-45 kg),,f,f,t,t,,t,t,,t
12094408,Brindle,m,adult,Large 61-100 lbs (28-45 kg),,t,f,t,t,,,t,,t
12099505,Tan/Yellow/Fawn - with White,f,adult,,,f,t,t,t,,t,t,t,t
12113212,Tan/Yellow/Fawn - with Black,m,young,Med. 26-60 lbs (12-27 kg),,f,f,f,f,,,,,f
12113255,Tricolor (Tan/Brown & Black & White),m,adult,Med. 26-60 lbs (12-27 kg),,f,f,f,f,,,,,f
12113268,Red/Golden/Orange/Chestnut - with White,m,young,Med. 26-60 lbs (12-27 kg),,f,f,f,f,,,,,f
12113313,Tricolor (Tan/Brown & Black & White),m,adult,Med. 26-60 lbs (12-27 kg),,f,f,f,f,,,,,f
12113318,Black - with White,f,adult,Med. 26-60 lbs (12-27 kg),,f,f,f,f,,,,,f
12113424,Tan/Yellow/Fawn,f,senior,Med. 26-60 lbs (12-27 kg),,f,f,f,f,,,,,f
12113439,Red/Golden/Orange/Chestnut - with White,m,young,Large 61-100 lbs (28-45 kg),,f,f,f,f,,,,,f
12113455,Brindle,m,young,Small 25 lbs (11 kg) or less,,f,f,f,f,,,,,f
12113574,Black - with Gray or Silver,f,adult,Large 61-100 lbs (28-45 kg),,f,f,f,f,,,,,f
12137038,Black - with White,m,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,t,,t
12141055,White,f,adult,Med. 26-60 lbs (12-27 kg),,f,f,,,,,,,t
12146419,White,f,young,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,t,,t
12150528,White - with Black,f,adult,Med. 26-60 lbs (12-27 kg),,f,t,t,t,f,f,t,,t
12158922,Tricolor (Tan/Brown & Black & White),f,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,,t,t,t
12161276,Tan/Yellow/Fawn,m,adult,Small 25 lbs (11 kg) or less,,f,f,t,f,,,t,,t
12171347,White,m,adult,Large 61-100 lbs (28-45 kg),,f,t,f,f,,,,,f
12175044,"Black - with Tan, Yellow or Fawn",f,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,t,f,f,t,f,t
12182936,Black - with White,m,adult,Small 25 lbs (11 kg) or less,,f,f,,f,f,,t,,t
12182937,,f,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,,f,t,t,,t
12199337,Tan/Yellow/Fawn - with White,f,young,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,,f,,t
12206069,White - with Brown or Chocolate,f,young,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,,,,t
12215019,White,m,adult,Med. 26-60 lbs (12-27 kg),,t,f,t,t,f,f,t,f,t
12224398,,m,young,Small 25 lbs (11 kg) or less,,f,t,t,t,,f,t,f,t
12233507,,f,young,Med. 26-60 lbs (12-27 kg),,f,f,t,t,f,t,f,f,t
12238116,Brindle,m,adult,Large 61-100 lbs (28-45 kg),,f,f,t,f,,,t,f,t
12244642,Black - with White,m,senior,Small 25 lbs (11 kg) or less,,f,f,t,t,,t,t,f,t
12283064,Tricolor (Tan/Brown & Black & White),m,adult,Med. 26-60 lbs (12-27 kg),,t,f,t,t,,f,t,t,t
12314684,Red/Golden/Orange/Chestnut - with White,m,adult,Large 61-100 lbs (28-45 kg),,f,f,t,t,,t,t,,t
12314702,Red/Golden/Orange/Chestnut,f,adult,Small 25 lbs (11 kg) or less,,f,f,t,f,,,,,t
12314708,Brindle - with White,m,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,t,f,t,t
12323855,Tan/Yellow/Fawn - with Black,f,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,t,f,t,t,,t
12357453,Black - with White,f,adult,Small 25 lbs (11 kg) or less,,f,f,t,t,,,,,t
12357570,Black - with Gray or Silver,m,senior,Small 25 lbs (11 kg) or less,,t,t,t,,,,,,t
12357818,Brindle - with White,f,young,Small 25 lbs (11 kg) or less,,f,f,t,t,,,t,,t
12360924,,m,young,Med. 26-60 lbs (12-27 kg),,f,f,,,,,,,
12360928,,m,young,Med. 26-60 lbs (12-27 kg),,f,f,,,,,,,
12360931,,m,adult,Small 25 lbs (11 kg) or less,,f,f,t,,,,,,t
12360939,,m,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,,,,,,t
12360973,,m,young,Med. 26-60 lbs (12-27 kg),,f,f,t,,,,,,t
12360979,,m,young,Small 25 lbs (11 kg) or less,,f,f,t,,,,,,t
12404847,Brown/Chocolate,f,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,t,f,t
12414346,,f,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,f,,,t
12420864,White - with Gray or Silver,m,adult,Small 25 lbs (11 kg) or less,,t,f,t,t,,f,,,t
12431507,White,m,adult,Med. 26-60 lbs (12-27 kg),,f,t,f,,f,,,,f
12431513,Brindle,m,adult,Med. 26-60 lbs (12-27 kg),,f,t,f,,f,,,,f
12441508,Tan/Yellow/Fawn,m,young,Med. 26-60 lbs (12-27 kg),,f,f,t,t,f,t,t,,t
12462272,Tricolor (Tan/Brown & Black & White),m,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,t,t,f,t
12463233,,m,adult,Large 61-100 lbs (28-45 kg),,f,f,t,,f,f,,f,t
12463241,,m,adult,Large 61-100 lbs (28-45 kg),,f,f,t,t,f,t,t,f,t
12481947,Black - with White,m,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,,,,t
12486071,Tan/Yellow/Fawn - with White,f,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,t,f,f,t
12487773,White - with Brown or Chocolate,m,young,Small 25 lbs (11 kg) or less,,f,t,t,t,,,t,t,t
12502354,Black,m,young,Small 25 lbs (11 kg) or less,,f,t,t,,,,,,t
12503409,"Black - with Brown, Red, Golden, Orange or Chestnut",m,young,Small 25 lbs (11 kg) or less,,f,t,t,,,,,,t
12503566,Black,m,young,Small 25 lbs (11 kg) or less,,f,t,t,,,,,,t
12507452,Brown/Chocolate - with White,m,adult,Large 61-100 lbs (28-45 kg),,f,f,t,t,f,f,t,f,t
12529256,Tan/Yellow/Fawn,f,adult,Large 61-100 lbs (28-45 kg),,f,f,t,t,,,t,f,t
12529262,Tan/Yellow/Fawn,f,adult,Large 61-100 lbs (28-45 kg),,f,f,t,t,,,t,f,t
12529264,Tan/Yellow/Fawn,f,adult,Large 61-100 lbs (28-45 kg),,f,f,t,t,,,t,f,t
12529266,Tan/Yellow/Fawn,f,adult,Large 61-100 lbs (28-45 kg),,f,f,t,t,,,t,f,t
12529267,Tan/Yellow/Fawn,f,adult,Large 61-100 lbs (28-45 kg),,f,f,t,t,,,t,f,t
12529268,Tan/Yellow/Fawn,f,adult,Large 61-100 lbs (28-45 kg),,f,f,t,t,,,t,f,t
12532702,White - with Brown or Chocolate,f,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,t,,t
12533643,White - with Brown or Chocolate,m,adult,Large 61-100 lbs (28-45 kg),,f,t,t,t,,,,,t
12533752,White - with Black,m,adult,Large 61-100 lbs (28-45 kg),,f,t,t,t,,,,,t
12536214,Brindle - with White,f,young,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,t,t,t,t
12545459,White - with Black,f,adult,Large 61-100 lbs (28-45 kg),,f,f,t,,f,t,,f,t
12548148,Tan/Yellow/Fawn - with White,m,young,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,,t,,t
12548365,,m,adult,Med. 26-60 lbs (12-27 kg),,f,t,f,t,f,f,t,t,f
12551539,Black - with Gray or Silver,f,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,t,t,t,t
12551551,Red/Golden/Orange/Chestnut - with White,m,adult,Med. 26-60 lbs (12-27 kg),,f,f,f,t,,t,t,t,t
12560122,Black,f,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,t,f,t
12566239,Brindle,f,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,,t,,f
12598283,Red/Golden/Orange/Chestnut - with Black,m,adult,Small 25 lbs (11 kg) or less,,f,f,t,f,,t,t,t,t
12604291,Red/Golden/Orange/Chestnut - with White,m,young,Small 25 lbs (11 kg) or less,,f,f,t,f,,f,t,f,t
12607531,White,f,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,,,,t
12609287,Brown/Chocolate,m,adult,Small 25 lbs (11 kg) or less,,f,f,,,,,,,t
12611438,Brown/Chocolate - with White,m,adult,Small 25 lbs (11 kg) or less,,f,t,t,,,t,t,,t
12622996,Brown/Chocolate,f,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,,,,t
12625446,"Black - with Brown, Red, Golden, Orange or Chestnut",m,young,Large 61-100 lbs (28-45 kg),,f,f,t,f,,t,t,,t
12641648,Tan/Yellow/Fawn,f,puppy,Small 25 lbs (11 kg) or less,,f,f,,f,,t,t,t,f
12645683,Tricolor (Tan/Brown & Black & White),m,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,t,,t
12660001,"Black - with Brown, Red, Golden, Orange or Chestnut",m,young,Small 25 lbs (11 kg) or less,,f,f,t,t,,t,f,,t
12700265,"Black - with Tan, Yellow or Fawn",f,senior,Small 25 lbs (11 kg) or less,,f,f,t,f,,f,t,t,t
12731807,Black - with White,f,young,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,f,f,t
12745372,Black,m,adult,Large 61-100 lbs (28-45 kg),,f,f,t,f,,f,t,f,t
12779977,Red/Golden/Orange/Chestnut - with White,m,adult,Large 61-100 lbs (28-45 kg),,f,f,t,f,,,t,f,t
12808271,,f,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,,,f,t,f,t
12838080,"Black - with Brown, Red, Golden, Orange or Chestnut",f,young,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,t,,t
